Ngo Name,Mobile No,Email,City
shuddhi,9654815105,shuddhi.org@gmail.com,"S/2020/SDM/NW/2014, New Delhi, DELHI"
rangolijanshikshanevamgraminvikassansthan,8948099099,rangolisansthan526@gmail.com,"526/2001-02, lucknow, UTTAR PRADESH"
DNYANESHWARI BAHUUDDESHIYA SANSTHA,9881268575,prafullpatil100@yahoo.in,"588/2012, AKOLA, MAHARASHTRA"
Hindustan Latex Family Planning Promotion Trust,9650546757,kmd@hlfppt.org,"No 229/92, NOIDA, UTTAR PRADESH"
ANBAG FOUNDATION,9871288388,anbagfoundation@gmail.com,"HR018201300834, Gurgaon, HARYANA"
DUA FOUNDATION,9415041414,duafoundation.up@gmail.com,"706/2014-15, SIDDHARTHA NAGAR, UTTAR PRADESH"
Arsh Yog Avam Jankalyan,9219852141,arshyogavamjankalyan@gmail.com,"209, Roorkee, UTTARAKHAND"
HASWAHINI MAHILA MANDAL SWA SAHAYATA SAMUH SAMITI,8717873071,hanswahinimahilamandal@gmail.com,"6429, BILASPUR, CHHATTISGARH"
Astha Sewa Samiti,9956357763,asthass042010@gmail.com,"142-2010-2011, ALLAHABAD, UTTAR PRADESH"
RAJ SOCIAL WELFARE SOCIETY,9917356691,rsws65594@gmail.com,"686/2009, AMROHA, UTTAR PRADESH"
Stella Foundation,9774056615,sanjykh@gmail.com,"140/M/SR/2004, Imphal, MANIPUR"
International Youth Club,9999944848,info@internationalyouthclub.org,"U74999DL2015NPL276248, Delhi, DELHI"
BHARAT SEVASHRAM SANGHA GANGPUR VANSDA NAVSARI GUJARAT STATE,9427153115,bssgangpur@gmail.com,"F-88, Vansda, GUJARAT"
AADITYA SEWA SANSTHAN TELDIHA,7277674042,abhiraj772014@gmail.com,"0168, AURANGABAD, BIHAR"
STPN TRUST,8583038635,stpntrust@gmail.com,"80G/2018-19/1014187447(1), Kolkata, WEST BENGAL"
I B SINGH FOUNDATION,9839037877,ibsf@rediffmail.com,"2059/2011-2012, Barabanki, UTTAR PRADESH"
Dr Nikhil Vihari Memorial Foundation,9433031129,drnvmf@gmail.com,"S/1L/49811, KOLKATA, WEST BENGAL"
pragati bahuuddeshiya sanstha,9404050212,melghathoney@yahoo.co.in,"48/99, pulgaon, MAHARASHTRA"
Big Bang Theatres Foundation,9820465328,akashadityalama@gmail.com,"2637, Mumbai, MAHARASHTRA"
Gaurav Help Organization,8881083700,asligaurav@gmail.com,"2000, Agra, UTTAR PRADESH"
The Universal Handloom and Handicraft Co Operative Society Ltd,7424026078,universalhandloom15@gmail.com,"22 of 2006-07, Thoubal, MANIPUR"
help and care society,8565036861,helpandcare@rediffmail.com,"1005/2014-2015, allahabad, UTTAR PRADESH"
Gods Foundation Nursing Educational Society,9440289937,bmvsramaraju@gmail.com,"16, Kurnool, ANDHRA PRADESH"
GANDHARVA SAMSKRITIKA KALA VEDIKE,9449719149,gskvblr@gmail.com,"SOR/BLU/DR/448/2010-11, BENGALURU, KARNATAKA"
Indian Society For Youth Empowerment,8447353355,bhavnagupta2030@gmail.com,"1262/4, New Delhi, DELHI"
SANDESHKHALI MAA SARODA WOMEN AND RURAL WELFARE SOCIETY,9732549110,masaroda2009@gmail.com,"S/IL/98323, BASIRHAT, WEST BENGAL"
PWDS,9842478373,pdpwds@gmail.com,"19, MADURAI, TAMIL NADU"
SARVAJANIK SHIKSHONNAYAN SANSTHAN,9455741224,riyazkhan041@gmail.com,"5252, Lucknow, UTTAR PRADESH"
Apne Aap Womens Collective,,finance@aawc.in,"F-20558, Mumbai, MAHARASHTRA"
Care welfare society,9889514202,asc_knj@rediffmail.com,"1037, kannauj, UTTAR PRADESH"
EDUFUN Foundation Trust,9725297187,edufun.govt.india@gmail.com,"F/5778/BANASKANTHA, Dhanera, GUJARAT"
ZENITH EDUCATIONAL  AND WALFARE SOCIETY,9450195271,dawoodhayat786zenith@gmail.com,"830, BARABANKI, UTTAR PRADESH"
Kalpratima,9830038812,srabani.sengupta308@gmail.com,"S / 1L / 79626, Kolkata, WEST BENGAL"
JK Educational Society and Social Welfares Trust,9622446650,jkict@rediffmail.com,"02968903, Bandipra, JAMMU & KASHMIR"
Ruby Centre for Environment Management,9830696294,rcemngo@gmail.com,"S/1L/71717, Kolkata, WEST BENGAL"
BARGARH MAHAVEER YUVAK MANDAL SAMEETI,9981937580,bmyms2003@gmail.com,"4635, RATLAM, MADHYA PRADESH"
CHOTANAGPUR TRIBAL YOUTH ASSOCIATION,9167540762,ctyamumbai@gmail.com,"f41431, Andheri East, MAHARASHTRA"
Street Level Awareness Program,9990878696,mriganka.dadwal@gmail.com,"1393, Delhi, DELHI"
career zone eduactional and welfare society,9424912074,careerzonejbp@gmail.com,"011/14/01/14880/12, JABALPUR, MADHYA PRADESH"
Red Dot Foundation,9867644975,elsamarieds@gmail.com,"CIN U93000MH2014NPL259081, MUMBAI, MAHARASHTRA"
Shri Shivalingeshwar Education Society Belgaum,9620329805,sghiremath70@gmail.com,"DRL/ROS/BGM/1030/2011-12, BELAGAVI, KARNATAKA"
GNARLY TROOP fOUNDATION,9654451858,aryeza@gmail.com,"U85100DL2013NPL262520, New Delhi, DELHI"
FLORAL DISCOVERY,9932147817,reachme@floraldiscovery.com,"S2L20757, MAHISHADAL, WEST BENGAL"
MEGHDOOT NATIONAL TRUST,7599267581,meghdootnationaltrust@gmail.com,"3, MAHMUDABAD, UTTAR PRADESH"
SAMKALP EDUCATION FOUNDATION,9717838798,samkalp0013@gmail.com,"S-318-2013, NEW DELHI, DELHI"
vivek memorial sur ganga sangeet vidhyalaya samiti,9868044007,surgangavidhyalaya@gmail.com,"196/2010-2011, New Tehri, UTTARAKHAND"
calix of welfare society,8924099221,cows.india1@gmail.com,"1765-2014-15, sitapur, UTTAR PRADESH"
Rural Reconstruction Society,9885870972,rrsmpl@gmail.com,"334/1983, Kuppam, ANDHRA PRADESH"
North Twenty Four Parganas Disabled persons Association,9775835681,mondalrasamay@gmail.com,"S34286, Kolkata, WEST BENGAL"
Society for Promotion of Himalayan Indigenous Activities,9358123910,sophiaindia@gmail.com,"354-1996, Dehradun, UTTARAKHAND"
Chaitanya Sociocultural Society,9826436269,chaitanya.society@gmail.com,"01/01/01/22034/10, Bhopal, MADHYA PRADESH"
Global Social Welfare Society,9412251023,gswsociety@rediffmail.com,"639/2008-09, Rampur, UTTAR PRADESH"
Society of Hilly Welfare,9459239577,shw.narag@gmail.com,"181/99, Narag, HIMACHAL PRADESH"
Lakshya Education and foundation trust,9725025085,vipul_patel_krishna@yahoo.co.in,"f/16358/ahmedabad, AHMEDABAD, GUJARAT"
Dreams Society,9759566777,dreamssociety24@gmail.com,"7508, Agra, UTTAR PRADESH"
PAHAL Social Organization,9473877475,danishp66@gmail.com,"344/2014-15, Mughalsarai, UTTAR PRADESH"
New Life Centre,9329214403,newlifecenter11@gmail.com,"8681, Ratlam, MADHYA PRADESH"
Sahitya Seva Samiti,9862559980,ssskakching2014@gmail.com,"1597/SR, Imphal, MANIPUR"
Saarathi Society,9448874412,saarathi.hhl@gmail.com,"210, Hirehandigol, KARNATAKA"
DRONAH Foundation,9312876831,dronah.fdn@gmail.com,"S/898/SDM/NW/2012, New Delhi, DELHI"
Shaksi World Association Charitable Trust,9438562378,shaksiworld@gmail.com,"41081205592, Bhubaneswar, ORISSA"
SATYAMEV JAYATE,,vikramkrchoudhary@gmail.com,"791, New Delhi, DELHI"
The Rural Organisation for Social Empowerment,8119996590,contactrose98@yahoo.com,"245 of 1998, , MANIPUR"
COSMOS DEVELOPMENT TRUST,7003280484,cosmosdevtrust@gmail.com,"1636, KOLKATA, WEST BENGAL"
BRAHMA KAMAL INSTITUTE OF DANCE AND DRAWING,9831492742,sabarnik87@gmail.com,"S/1L/82366, Kolkata, WEST BENGAL"
aariola prakesh punj shiksha samiti,9009223136,balveer.singhrajput@yahoo.com,"7946, harda, MADHYA PRADESH"
KUMARGRAM DUAR SOCIAL WELFARE ORGANIZATION,9679235838,biswasjatindra@gmail.com,"S/1L/68976, Alipurduar, WEST BENGAL"
ARJUN NATYA SANSTHA,7790855907,arjunnatyasanstha@gmail.com,"1081/JAIPUR/2012-13, JAIPUR, RAJASTHAN"
Society for Development Activities,9838789888,contact@projectkhel.org,"538-2012-2013, Lucknow, UTTAR PRADESH"
SHRI SHYAMA SHARAN WELFARE SOCIETY,9415787479,rakeshsinghrbl1971@gmail.com,"1342/2014-2015, Haidergarh, UTTAR PRADESH"
Ramakrishna Mission Nivedita Educational And Cultural Centre,9830289328,rkmdarjeeling@gmail.com,"Regn. No.1917/3 FOR 1909-10., Darjeeling, WEST BENGAL"
DISHA CLUB,9435359875,dishaclub2013@gmail.com,"RS/KARIM/258/H/84 OF 2014-15, Karimganj, ASSAM"
INTERIOR CHURCH MINISTRIES,9989543452,lazarus_valluri@yahoo.co.in,"569/1996, TUNI, ANDHRA PRADESH"
INDIGENOUS AND FRONTIER TECHNOLOGY RESEARCH CENTRE IFTR,9840656575,seshadri@iftr.in,"605/2002, Chennai, TAMIL NADU"
National Education And Welfare Society,9214619265,newsjpr2010@gmail.com,"92/JPR/2010-11, JAIPUR, RAJASTHAN"
All India Womens Conference,9045067000,aiwcsre@gmail.com,"811, Saharanpur, UTTAR PRADESH"
PRIYA PRAISHIKSHAN SANSTHAN,9784380326,priyaanta@gmail.com,"98/BARAN/2014-2015, ANTA, RAJASTHAN"
RAJAPUR LOKENATH SANGHA,9732896352,rajapurlsangha@gmail.com,"S/1L/42149, KOLKATA, WEST BENGAL"
Swami Pragyananda Education Trust,9153460844,spetngo@gmail.com,"IV0050/2012, Durgapur, WEST BENGAL"
KRISHNAVATI WELFARE AND DEVELOPMENT SOCIETY,8115702929,kvinfotech64@gmail.com,"AL-21979, ALLAHABAD, UTTAR PRADESH"
sarthk mahila  bal vikas mahila santha beed,9421275893,sarthakmbvsbeed@gmail.com,"27/03/2003, Beed, MAHARASHTRA"
UPHOLD,9963599558,philiptimoti.a@gmail.com,"418 of 2002, Srikakulam, ANDHRA PRADESH"
NIVEDITA NARI SANGSTHA,9435070157,nnssilchar@gmail.com,"RS/CA/243/43 of 1997-1998, SILCHAR, ASSAM"
PROSADPUR SWAMI VIVEKANANDA SEVANIKETAN,8336910429,psvs.ngo@gmail.com,"S/IL/81752, KOLKATA, WEST BENGAL"
Viklang Kalyan Sewa Sansthan,9918116017,mkp.vksss@gmail.com,"1243/2005-2006, siddharthnagar, UTTAR PRADESH"
DIVYA JYOTI SHIKSHA SAMITI,9415663945,djssamiti@gmail.com,"1517/2009-2010, GORAKHPUR, UTTAR PRADESH"
SARTHAK Educational Trust,8586909772,sarthakedu@gmail.com,"9946, New Delhi, DELHI"
Ojasvini Seva Society,9911166666,ojasvinisevasociety9@gmail.com,"S/59245, New Delhi, DELHI"
Lichat Inat Kanba Lupki Apunba Maheisang,9856176165,liklamkongpal@gmail.com,"132/M/SR/2014, Imphal, MANIPUR"
Ramakrishna Mission Shillong,9774367944,shillong@rkmm.org,"1917/3 For (1909-1910), Shillong, MEGHALAYA"
JAN KALYAN SAMITI GURDHARI TALAB LUCKNOW,9453474596,jkslko1990@gmail.com,"4422/1989-1990, LUCKNOW, UTTAR PRADESH"
Outreach Social Organisation,7773880016,001outreach@gmail.com,"JC7222, Bhopal, MADHYA PRADESH"
DALITHA VARGALA SEVA SANGHAM,9100805574,dalithavargala_sevasangham@yahoo.com,"65/86, CUDDAPAH, ANDHRA PRADESH"
VINO,9816864406,vinongoindia@gmail.com,"22/MA/2003, Una, HIMACHAL PRADESH"
Sports Coaching Foundation,9396559440,info@scfindia.org,"1656 of 1991, Hyderabad, TELANGANA"
Rangapat,9433617291,theatrerangapat@gmail.com,"S/IL/19150, Kolkata, WEST BENGAL"
DISABLED SPORTSAND WELFARE ACADEMY,9431628780,dswa06@gmail.com,"814, PATNA, BIHAR"
NEW SAHARA EDUCATION AND WELFARE SOCIETY,9823829860,aticollege@yahoo.com,"F6285, AURANGABAD, MAHARASHTRA"
muskan sansthan,8696789826,wrdtti@yahoo.com,"25-DUNGARPUR-1992, DUNGARPUR, RAJASTHAN"
careindiawelfaretrust,9582628470,help@careindiawelfaretrust.org,"1392, NEW DELHI, DELHI"
Vidya Bharti Sanskriti Shiksha Sansthan,9416035903,sgp@samskritisansthan.org,"320, Kurukshetra, HARYANA"
ANNAI JAYA EDUCATIONAL AND CHARITABLE TRUST,9597096330,annaijayaedutrust@gmail.com,"178/2010, Polur, TAMIL NADU"
EAST FOUNDATION,9835252980,Eastfoundations@gmail.com,"972, PATNA, BIHAR"
DEVBRAT GRAM VIKASH SIKSHA SIMITI,9713770381,dgvsssidhi@gmail.com,"05/25/01/08127/09, SIDHI, MADHYA PRADESH"
NORTH EASTERN MINORITY AND RURAL DEVELOPMENT ORGANISATION,9615426188,secynermardoorg@gmail.com,"249/IE/SR/2000, IMPHAL EAST, MANIPUR"
Nisargopchar Propogation Trust,9820408488,naturecureindia@hotmail.com,"E-17654, Mumbai, MAHARASHTRA"
Gareeb Guide,9949273624,gareebguide@gmail.com,"1122/2007, Hyderabad, TELANGANA"
Arshabhoomi Charitable Trust,,arshabhoomi@gmail.com,"733/2012, , KERALA"
Jeevan Jyoti Seva Trust Bhilwara,9929681182,jeevanjyotisevatrust@gmail.com,"2014016724, Bhilwara, RAJASTHAN"
Ramakrishna Mission Ashrama Narainpur,9406284988,rkm.narainpur@gmail.com,"1917/3 of 1909-1910 (4/5/1909), NARAYANPUR, CHHATTISGARH"
Cooch Behar Himalayan Nature Development Society,9775008949,mahendra.thapa8@gmail.com,"S/1L/54989, koch bihar, WEST BENGAL"
Vivekananda Institute of Social Health Welfare And Service Chhattisgarh,9424286625,vishwasrkm@gmail.com,"CG STATE 4398, Narayanpur, CHHATTISGARH"
Shantikunj Bahuddeshiya Shikshan Sanstha,8412094095,shantikunj12@gmail.com,"MAH/219/2008, Yavatmal, MAHARASHTRA"
JAI BABA KAMLAHIYA ARADHANA,9816430408,jbkaradhana@gmail.com,"176/2008, Hamirpur, HIMACHAL PRADESH"
PRERNA BAL VIDYA MANDIR,9415264028,pbvmmzp@gmail.com,"4144/1978-79, MIRZAPUR, UTTAR PRADESH"
Ramakrishna Mission Tuberculosis Sanatorium,9431170005,rkmtbs@gmail.com,"1917/3 of 1909-10, RANCHI, JHARKHAND"
GRACE FOUNDATION BGM,9538332616,adonilalitha@gmail.com,"1251/2010-11, belgaum, KARNATAKA"
Ramakrishna Mission Ashrama Guwahati,9435660308,rkmgau@gmail.com,"1917/3 FOR 1909 -10, Guwahati, ASSAM"
global foundation basti,9415814403,yogivijaytiwari@gmail.com,"1517/2011-2012, Basti, UTTAR PRADESH"
The Manipuri Manaharsai Ashram,9862274938,manoharshaimanipur@gmail.com,"2234, Imphal, MANIPUR"
AASTHA REHABILITATION CENTRE,9905338888,sksinghaastha@gmail.com,"846, PHUSRO, JHARKHAND"
HOPE FOUNDATION JK,9419716101,hopefoundationpattan@gmail.com,"58, Baramulla, JAMMU & KASHMIR"
Adya Param Yoga Peeth,9006464044,info@aadyaparamyogpeeth.org,"13, Varanasi, UTTAR PRADESH"
Mother Earth Environmental Consciousness Society,9885830838,meeconsvzg@gmail.com,"665 of 2014, Visakhapatnam, ANDHRA PRADESH"
SRI RAMA KRISHNA VIVEKANANDA SEWASHRAM,9644113068,rkvs5@yahoo.in,"24510, AMARKNATAK, MADHYA PRADESH"
Shri Dataram Education Society,9165076796,shree_tyagi@rediffmail.com,"07/38/01/09620/11, Dewas, MADHYA PRADESH"
AMMASEVASADANAM,9703028560,ammasevasadanam@gmail.com,"14/2013, aswaraopet, ANDHRA PRADESH"
Parivartan jan kalyan samiti,9899112882,dpsinghrathore@gmail.com,"S/46339, Delhi, DELHI"
samaj sewa Utthan samiti,9793886678,kushwahasuraj90@gmail.com,"245(2011-2012), , UTTAR PRADESH"
Environmental and animal research society,8411807629,earschanda@gmail.com,"MH -  256/F - 12315, chandrapur, MAHARASHTRA"
YUAV UMANG PUBLIC WELFARE SOCIETY,8889388904,yuvaumang@gmail.com,"01/01/01/28875/14, Bhopal, MADHYA PRADESH"
AESTHETIC,9854178463,aesthetic4art@gmail.com,"KAM/240/Z/604, guwahati, ASSAM"
Health Line,9446679718,mohananmangad1970@gmail.com,"627 of 2001, kasaragod, KERALA"
Reach Out India Foundation,8422909797,greenciti@greenciti.org,"263631, Mumbai, MAHARASHTRA"
Social welfare society Andhrapradesh,9141826578,sws1994org@gmail.com,"461/1994, Ananthapur, ANDHRA PRADESH"
manjunatha rural development and training society,9448209169,mrdts1992@gmail.com,"88/91-92, BAGEPALLI, KARNATAKA"
WOMENS WELFARE ASSOCIATION TRUST,9141826578,wwat2005@gmail.com,"IV-7-2004-2005, GUDIBANDE, KARNATAKA"
EQUITY FOUNDATION,9431055965,equityasia@gmail.com,"1238, Patna, BIHAR"
Isa Viswa Prajnana Trust,9633922647,isa.viswa@yahoo.co.in,"IV/402/2000, Thiruvananathapuram, KERALA"
DHANARANGI MAHUYA WELFARE SOCIETY,9475685272,biplab132mb@gmail.com,"S.2L.16875, Bankura, WEST BENGAL"
Krishnamurti Foundation India,8004279854,balajikfi@yahoo.co.in,"S.2 of 1927-28, MADHANAPALLY, ANDHRA PRADESH"
Anant Charitable Trust,9996060006,ashnehra@gmail.com,"66/1, Kurukshetra, HARYANA"
Singh Swasthya Sewa Samiti,9918561931,dr.apsingh9918@gmail.com,"135/2012-2013, Amethi, UTTAR PRADESH"
Denning Society Tezu,9862244878,badang08@hotmail.com,"SR/ITA/4309, Tezu, ARUNACHAL PRADESH"
COOCHBEHAR CHAYANIR,9474830234,coochbeharchayanir@gmail.com,"S/93636, COOCHBEHAR, WEST BENGAL"
PRATHIBHA MAHILA MANDALLI,9731835794,sujatha.ngo@gmail.com,"107/98-99, Bellary, KARNATAKA"
Laypeople Education And Development Society LEADS org,9440963237,leadsdirector@gmail.com,"281/2004, Srikakulam, ANDHRA PRADESH"
OM SAI EDUCATIONAL AND WELFARE SOCIETY,9415822665,omsaieaws@gmail.com,"87/2015-16, DEORIA, UTTAR PRADESH"
Aastha Foundation Aurangabad,9325202897,info@aasthafoundationaurangabad.org,"F14030, Aurangabad, MAHARASHTRA"
Sparsh Foundation Nagpur,9579775604,sparshfoundationsk@gmail.com,"Mah-214/13, Nagpur, MAHARASHTRA"
Society for Urban Poor People and Operative Rural Transformation,9704501156,idusupport.org@gmail.com,"65/1997, Nellore, ANDHRA PRADESH"
Impact Guru Foundation,9987514723,piyush.jain@impactguru.com,"DEL - IR24327 - 24042015, New Delhi, DELHI"
Ramakrishna Mission Ashrama Cherrapunjee,9436310959,sohra@rkmm.org,"1917/03 for 1909-10, Sohra, MEGHALAYA"
BENGAL ASCENT SOCIETY FOR EDUCATION,9239766039,basewb2007@gmail.com,"IV - 03321 of 2014, Ramrajatala Santragachi, WEST BENGAL"
Rinchen Zangpo Society For Spiti Development,9418515174,rinchenhp@hotmail.com,"22/spiti/93, Dharamshala, HIMACHAL PRADESH"
Association for the Rural Development,9494472599,ard.gudur@yahoo.com,"168/2001, Nellore, ANDHRA PRADESH"
BISHAN Ekti Natya Sanstha,9635036953,bishanektinatyasanstha1977@gmail.com,"S/38506 OF 1982-1983, MALDA, WEST BENGAL"
Dhara Development Research Foundation,9979485064,ddrf2009@gmail.com,"f 1685, MANDVI, GUJARAT"
Adarsh Mahila Mandal,9825644487,adarshmahilamandal@gmail.com,"F/537/valsad, Valsad, GUJARAT"
KALA KUSHALI,9831196213,kalakushali@gmail.com,"S/31928 of 1981-82, KOLKATA, WEST BENGAL"
Social Welfare Institute,9733304030,swiraiganj@gmail.com,"S/13846 of 1973-1974, Raiganj, WEST BENGAL"
NATIONAL EDUCATION SOCIETY FATEHABAD,9466072774,jbhpcampus@gmail.com,"HRFTH201400602, FATEHABAD, HARYANA"
Choudhary Maniram Memorial Adarsh Parbandhak Samiti Samajik Paryavaran Sahikshanik Shodh Sansthan,9413535352,cmcbed@gmail.com,"751/84-85, Hanumangarh Town, RAJASTHAN"
Udaypally future point educational society,9547787920,futurepoint.bdn@gmail.com,"S/2L/18575, Bardhaman, WEST BENGAL"
Mohor,9051910313,ngo.mohor@gmail.com,"S/1LI68373 2009-2010, Kolkata, WEST BENGAL"
VISWASS,9440529789,padmavathivzg@gmail.com,"834/2011, Visakhapatnam, ANDHRA PRADESH"
GRAMIN UTTHAN SAMITI KAPKOTE BAGESHWAR UTTARAKHAND,9412925990,umesh1957joshi@yahoo.co.in,"2407/1982-83, kapkote, UTTARAKHAND"
SIMHAPURI VYDYA SEVA SAMITHI,9440278455,jayabharathospital.nlr@gmail.com,"5/1982, SPSR NELLORE, ANDHRA PRADESH"
LUTHERAN WORLD SERVICE INDIA TRUST,9434521431,director@lwsit.org,"ARA III KOLKATA DEEDNO 4984, KOLKATA, WEST BENGAL"
RAMAKRISHNA MISSION SEVASHRAMA,9401962366,rkmsilchar@gmail.com,"1917/3, SILCHAR, ASSAM"
adarsh shiksha samiti salumber,9784542243,na.adarsh@gmail.com,"38/udr/1989-90, Udaipur, RAJASTHAN"
Social Upliftment of Community Care and Educational Services,9600077907,succestrust@gmail.com,"215/2000, DINDIGUL DISTRICT, TAMIL NADU"
Medihelp Foundation,9891015588,medihelpfoundation@gmail.com,"6487, Delhi, DELHI"
Jeet Educational and Welfare Society,9958669161,jeetngo15@gmail.com,"S68590, Delhi, DELHI"
Sankalp women empowerment society,9827337271,pjayshree12@gmail.com,"RS/03/27/03/15501/12, Indore, MADHYA PRADESH"
VISHAV SANT PARISHAD,9988243494,vishavsantparishad@gmail.com,"1130 , Delhi, DELHI"
Brahmasree Subhananda Darmadwaraka Ashramom Trust,9447126801,bsdatrust@gmail.com,"647/1995, Thiruvananathapuram, KERALA"
SHARE THE VISION,9494602242,stv.anusha@gmail.com,"239/2013, KHAMMAM, TELANGANA"
Ramdha Buddhist Society,9418438846,buddhistramdha@yahoo.com,"46/spiti/1998, kaza, HIMACHAL PRADESH"
SWA JAGRATI YOG SAMITI,7898701725,swajagriti2009@gmail.com,"01/05/03/20243/09, GANJ BASODA, MADHYA PRADESH"
ARYAN FOUNDATION,8470961353,aryanfoundationrbl@gmail.com,"009123, RAEBARELI, UTTAR PRADESH"
Chuanpore Suhrid,9434858181,chuanporesuhrid1976@gmail.com,"S/IL/11212 of 2002 - 2003, Berhampore, WEST BENGAL"
Salita Sikha,9435013557,salita.sikha@gmail.com,"RS/BONG/262/A/25 of 2002-2003, Bongaigaon, ASSAM"
SHUBHAM EDUCATION DEVELOPMENT AND WELFARE SOCIETY KANWAS,9928347770,supskanwas@gmail.com,"164/kota/2009-10, , RAJASTHAN"
RAJDHANI SAMAJ KALYAN SANSTHAN,9155440786,rsksansthan@gmail.com,"24/2015-16, MUZAFFARPUR, BIHAR"
Somoy Foundation,9434214280,somoyfoundation@gmail.com,"S/1L/92465, Bankura, WEST BENGAL"
MIND SHARPER EDUCATIONAL SOCIETY,9811093933,m_sacademy@yahoo.com,"S/001027NE/2012, Delhi, DELHI"
bharat sevashram sangha jamshedpur,9431398962,bssjamshedpur@gmail.com,"5679-61/ 1927, Jamshedpur, JHARKHAND"
Multipurpose Awareness Society,8985758649,bnrmas1@gmail.com,"1016/2011, Hyderabad, TELANGANA"
AWADH SOCIETY FOR CULTURAL AND SOCIAL DEVELOPMENT,9044441004,awadhsociety@gmail.com,"225/2015-16, KAIMGANJ, UTTAR PRADESH"
GRMD FOUNDATION,7576847047,grmdfoundation@gmail.com,"7075/2014, GUWAHATI, ASSAM"
SEVADHARAM PATIENT CARE SOCIETY,9555782344,sevadharampatientcaresocietyngo@yahoo.in,"HR-136, FARIDABAD, HARYANA"
Kala Sourabha Foundation,8105674544,ksfound.2012@gmail.com,"IV73/12-13, Bengaluru, KARNATAKA"
ASANSOL CHARYAPADA,8759153356,asansolcharyapada@gmail.com,"S/2L/3450 OF 2013-2014, ASANSOL, WEST BENGAL"
Nih Sahay Utthan Samiti,7004340901,ramprakashroy@yahoo.com,"67/1996, Madhubani, BIHAR"
HUMAN CARE,9153018190,humancare.india@rediffmail.com,"IV-07684/2014, Kolkata, WEST BENGAL"
NATA SANGEET ACADEMY AND RESEARCH CENTRE,8014100216,tnsaarc@yahoo.in,"18 of 1994, IMPHAL, MANIPUR"
SUMER CHANDRA MEMORIAL JAN KALYAN SAMITI,9415296183,smjkshdi@gmail.com,"2597-2011-2012, HARDOI, UTTAR PRADESH"
Velugu Sociery,9440585285,velugu1mpl@yahoo.co.in,"338/97, Madanapalle, ANDHRA PRADESH"
Sarvasumana Association,9986274603,prithish.bagchi@gmail.com,"JNR-S79-2014-15, Bangalore, KARNATAKA"
Integrated Rural Area and Minority Development Organization,9862751229,dam2010.mcy@gmail.com,"126 of 2009-2010, Kakching, MANIPUR"
Bala Saheb Gram Seva Society,7407889875,bsgssociety@gmail.com,"S/2L/29089, Amta, WEST BENGAL"
Alipore AHANA,9433048383,aliporeahana@gmail.com,"S/IL/93489, Kolkata, WEST BENGAL"
rahini samaj kalyan samiti,9302467140,harishkumar1583@gmail.com,"04/14/07/16617/14, jabalpur, MADHYA PRADESH"
NATURE CURE AND YOGA TRUST,8744036999,ncyt@bnchy.org,"S/15875, , DELHI"
Community for Social Work,9831487210,somenath_saha53@rediffmail.com,"S/23928, Kolkata, WEST BENGAL"
Rongmei Naga Baptist Association RNBA,7085316064,dimgongrongmei@gmail.com,"24/SR/TD/85, Imphal, MANIPUR"
Grassroots Research And Advocacy Movement,9686666306,graam@graam.org.in,"MYS-4-00514-2013-14, Mysore, KARNATAKA"
Ashirwad education and welfare association raipur,8821800200,aeawagroup007@gmail.com,"25585, raipur, CHHATTISGARH"
Dr Ambedkar Bal Kalyan Evam Nari Pragati Sewa Samiti,9450914219,ambedkar09@rediffmail.com,"1194/1990-91, Barabanki, UTTAR PRADESH"
Bhumi bahuuddeshiya samajik santha,9860626900,Sanjaybachale@yahoo.co.in,"F/5791, Wardha, MAHARASHTRA"
Vishala Mahila Mandali,9494200546,vmm1992@rediffmail.com,"242/1992, Hyderabad, ANDHRA PRADESH"
LEESANA FOUNDATION,9774422248,soubam.kumar@gmail.com,"2168, , MANIPUR"
jeevakarunyah Research Trust,9944120608,jeevakarunyah@gmail.com,"431/BK4/2009, Dindigul, TAMIL NADU"
Communicative English Language Teaching Institute,8414819557,principalceltithoubal@yahoo.com,"297 of 2008, Thoubal, MANIPUR"
THEATRE IN EDUCATION,7687853148,tiekolkata36@gmail.com,"S/2L/36851, KOLKATA, WEST BENGAL"
Padatik Cultural Centre,,padatikculturalcentre@gmail.com,"Book No.IV,Being(Deed)No.2244, Kolkata, WEST BENGAL"
SRI M K PAWAR MEMORIAL SOCIETY,9844616071,amruthamayurved@gmail.com,"DRH:HVR165/2009-10, RANEBENNUR, KARNATAKA"
KRISHNA WELFARE AND EDUCATION SOCIETY,7509192555,society.pandhurna@gmail.com,"04/17/06/15234/13, PANDHURNA, MADHYA PRADESH"
MOHANPUR CARE SOCIETY,,mohanpurcaresociety@gmail.com,"S/2L/35310, KOLKATA, WEST BENGAL"
Raghuvar Dayal Seva Sansthan,9760364801,aansulggupta@gmail.com,"1151, auraiya, UTTAR PRADESH"
LIFE Livelihood Initiatives For Empowerment Shantiniketan,9143187121,life.santiniketan.india@gmail.com,"S/IL/92803 of 2012-13, Bhadrakali, WEST BENGAL"
Surya Sansthan Regd,9716289154,suryasansthan1992@gmail.com,"IV-88/1992, Noida, UTTAR PRADESH"
Educated and Self Employed Womens Social Service Association,9856153810,esewossaimphal@rediffmail.com,"368 Imphal District of1988, Imphal, MANIPUR"
Social Empowerment Society,9198431217,sesindia15@gmail.com,"158/2015-2016, Gorakhpur, UTTAR PRADESH"
